year,military_gdp_pct
2005,0.916916827733627
2006,0.9029884189667
2007,0.88498737572599
2008,0.907855045566342
2009,0.972969565505525
2010,0.94903257605427
2011,0.974823565427991
2012,0.956761841659896
2013,0.940538501428935
2014,0.957800914762225
2015,0.947283532698529
2016,0.929516775505971
2017,0.913229479099801
2018,0.962497363778907
2019,0.992231472747577
2020,1.01676127140466
2021,1.06384050244526
2022,1.00994395391657
2023,1.13954641785041
2024,1.37139689580634
